tree_id,plot,species,year,calibration,elevation,status,dbh,ht,beetles,notes,count,ingrowth
4548,99,PIBA,1996,FALSE,10120,1,8.9,2.4,NA,,2,no
4548,99,PIBA,2013,FALSE,10120,1,12.1,,NA,Contorted,2,no
4549,99,PIBA,1996,FALSE,10120,1,98.3,15.2,NA,,2,no
4549,99,PIBA,2013,FALSE,10120,1,98.5,,NA,,2,no
4550,99,PIBA,1996,FALSE,10120,1,84.3,13.7,NA,,2,no
4550,99,PIBA,2013,FALSE,10120,1,85.2,,NA,,2,no
4551,99,PIBA,1996,FALSE,10120,1,52.1,18.3,NA,,2,no
4551,99,PIBA,2013,FALSE,10120,1,54.3,,NA,,2,no
4552,99,PIBA,1996,FALSE,10120,1,40.6,13.7,NA,,2,no
4552,99,PIBA,2013,FALSE,10120,1,41.8,,NA,,2,no
4553,99,PIBA,2013,FALSE,10120,1,98.8,,NA,,2,no
4553,99,PIBA,1996,FALSE,10120,1,98.6,12.2,NA,,2,no
4554,99,PIMO,2013,FALSE,10120,1,96.8,,NA,,2,no
4554,99,PIMO,1996,FALSE,10120,1,94.2,19.8,NA,,2,no
4555,99,PIBA,1996,FALSE,10120,1,4.1,1.8,NA,,2,no
4555,99,PIBA,2013,FALSE,10120,1,7,2.1,NA,Contorted,2,no
4556,99,PIBA,2013,FALSE,10120,1,14.8,4.6,NA,,2,no
4556,99,PIBA,1996,FALSE,10120,1,14,3.7,NA,,2,no
4557,99,PIBA,1996,FALSE,10120,1,6.9,4.9,NA,,2,no
4557,99,PIBA,2013,FALSE,10120,1,12.7,3.4,NA,Can't explain size difference,2,no
4558,99,PIBA,1996,FALSE,10120,1,110.7,19.8,NA,,2,no
4558,99,PIBA,2013,FALSE,10120,1,111.3,,NA,,2,no
4559,99,PIBA,2013,FALSE,10120,0,111.1,,1,Dead; some lost bark; beetles,2,no
4559,99,PIBA,1996,FALSE,10120,1,112.8,13.7,NA,,2,no
4560,99,PIBA,2013,FALSE,10120,1,29.5,,NA,,2,no
4560,99,PIBA,1996,FALSE,10120,1,19.8,10.7,NA,,2,no
4561,99,PIBA,1996,FALSE,10120,1,24.1,10.7,NA,,2,no
4561,99,PIBA,2013,FALSE,10120,1,26.5,,NA,,2,no
4562,99,PIBA,2013,FALSE,10120,1,3.1,2.1,NA,,2,no
4562,99,PIBA,1996,FALSE,10120,1,1.5,1.8,NA,,2,no
4563,99,PIBA,1996,FALSE,10120,1,10.2,6.1,NA,,2,no
4563,99,PIBA,2013,FALSE,10120,1,14.2,7.6,NA,,2,no
4564,99,PIBA,2013,FALSE,10120,1,34.9,,NA,,2,no
4564,99,PIBA,1996,FALSE,10120,1,32.8,12.2,NA,,2,no
4565,99,PIBA,1996,FALSE,10120,1,109.7,11.6,NA,,2,no
4565,99,PIBA,2013,FALSE,10120,1,110.9,,NA,,2,no
4566,99,PIBA,1996,FALSE,10120,1,37.1,11.6,NA,,2,no
4566,99,PIBA,2013,FALSE,10120,1,37.7,,NA,Paired with tree #49,2,no
4567,99,PIBA,2013,FALSE,10120,1,36,,NA,Paired with tree #48,2,no
4567,99,PIBA,1996,FALSE,10120,1,33.8,11,NA,,2,no
4568,99,PIBA,1996,FALSE,10120,1,11.4,7.3,NA,,2,no
4568,99,PIBA,2013,FALSE,10120,1,17.8,,NA,,2,no
4569,100,PIMO,2015,FALSE,8730,1,12.2,6.4,0,,2,no
4569,100,PIMO,1996,FALSE,8730,1,8.9,4.9,NA,,2,no
4570,100,PIMO,2015,FALSE,8730,1,13.9,5.8,0,,2,no
4570,100,PIMO,1996,FALSE,8730,1,8.4,3.7,NA,,2,no
4571,100,PIMO,1996,FALSE,8730,1,49.5,19.8,NA,,2,no
4571,100,PIMO,2015,FALSE,8730,1,56,22.2,0,,2,no
4572,100,PIMO,2015,FALSE,8730,1,100.2,26.2,0,fire scar,2,no
4572,100,PIMO,1996,FALSE,8730,1,96.5,25.9,NA,FIRE SCAR,2,no
4573,100,PIMO,1996,FALSE,8730,1,10.2,4,NA,,2,no
4573,100,PIMO,2015,FALSE,8730,1,13.5,5.1,0,,2,no
4574,100,PIMO,1996,FALSE,8730,1,24.9,9.1,NA,,2,no
4574,100,PIMO,2015,FALSE,8730,1,29.8,10.5,0,,2,no
4575,100,PIMO,1996,FALSE,8730,1,0,1.2,NA,,2,no
4575,100,PIMO,2015,FALSE,8730,1,0,1.1,0,,2,no
4576,100,PIMO,1996,FALSE,8730,1,30,13.7,NA,,2,no
4576,100,PIMO,2015,FALSE,8730,1,34.7,14.9,0,,2,no
4577,100,PIMO,1996,FALSE,8730,1,35.6,16.8,NA,,2,no
4577,100,PIMO,2015,FALSE,8730,1,37.2,16.5,0,,2,no
4578,100,PIMO,1996,FALSE,8730,1,61,25.9,NA,,2,no
4578,100,PIMO,2015,FALSE,8730,1,63.2,21.5,0,,2,no
4579,100,PIMO,1996,FALSE,8730,1,25.1,15.2,NA,,2,no
4579,100,PIMO,2015,FALSE,8730,1,27.5,14.4,0,,2,no
4580,100,PIMO,2015,FALSE,8730,1,78.1,21.3,0,fire scar,2,no
4580,100,PIMO,1996,FALSE,8730,1,71.1,25.9,NA,,2,no
4581,100,PIMO,2015,FALSE,8730,1,65.6,18.5,0,,2,no
4581,100,PIMO,1996,FALSE,8730,1,58.4,16.8,NA,,2,no
4582,100,PIMO,1996,FALSE,8730,1,60.2,18.3,NA,,2,no
4582,100,PIMO,2015,FALSE,8730,1,61.3,18.7,0,,2,no
4583,100,PIMO,1996,FALSE,8730,1,80,22.9,NA,,2,no
4583,100,PIMO,2015,FALSE,8730,1,82.8,23.9,0,fire scar,2,no
4584,100,PIMO,2015,FALSE,8730,1,89.1,25.5,0,fire scar,2,no
4584,100,PIMO,1996,FALSE,8730,1,86.4,29,NA,,2,no
4585,100,PIMO,1996,FALSE,8730,1,86.6,22.9,NA,,2,no
4585,100,PIMO,2015,FALSE,8730,1,91.2,20.7,0,,2,no
4586,100,PIMO,1996,FALSE,8730,1,64,24.4,NA,,2,no
4586,100,PIMO,2015,FALSE,8730,1,68.2,24.9,0,,2,no
4587,100,PIMO,2015,FALSE,8730,1,59.4,18.9,0,,2,no
4587,100,PIMO,1996,FALSE,8730,1,57.4,12.2,NA,BROKEN TOP,2,no
4588,100,PIMO,2015,FALSE,8730,1,38.3,14.6,0,,2,no
4588,100,PIMO,1996,FALSE,8730,1,32.5,13.7,NA,,2,no
4589,100,PIMO,1996,FALSE,8730,1,50.3,13.7,NA,,2,no
4589,100,PIMO,2015,FALSE,8730,1,58.3,18,0,fire scar,2,no
4590,100,PIMO,2015,FALSE,8730,1,77.8,23.8,0,fire scar,2,no
4590,100,PIMO,1996,FALSE,8730,1,75.9,22.9,NA,,2,no
4591,100,PIMO,1996,FALSE,8730,1,40.1,19.8,NA,,2,no
4591,100,PIMO,2015,FALSE,8730,1,46.8,26.8,0,,2,no
4592,100,PIMO,1996,FALSE,8730,1,54.6,25.9,NA,,2,no
4592,100,PIMO,2015,FALSE,8730,1,59.4,23.6,0,,2,no
4593,100,PIMO,1996,FALSE,8730,1,0,0.9,NA,,2,no
4593,100,PIMO,2015,FALSE,8730,1,0,1.1,0,,2,no
4594,100,PIMO,2015,FALSE,8730,1,79,25.4,0,,2,no
4594,100,PIMO,1996,FALSE,8730,1,74.9,29,NA,,2,no
4595,100,PIMO,2015,FALSE,8730,1,77.5,22.6,0,,2,no
4595,100,PIMO,1996,FALSE,8730,1,72.6,25.9,NA,,2,no
4596,100,PIMO,2015,FALSE,8730,1,22.5,11.8,0,,2,no
4596,100,PIMO,1996,FALSE,8730,1,18.8,8.5,NA,,2,no
4597,100,PIMO,1996,FALSE,8730,1,79.2,29,NA,,2,no
4597,100,PIMO,2015,FALSE,8730,1,86.7,28.5,0,,2,no
4598,100,PIMO,1996,FALSE,8730,1,47.2,13.7,NA,,2,no
4598,100,PIMO,2015,FALSE,8730,1,51.3,12.2,0,fire scar; sapsucker,2,no
4599,100,PIMO,1996,FALSE,8730,1,57.4,19.8,NA,,2,no
4599,100,PIMO,2015,FALSE,8730,1,65.3,18,0,fire scar,2,no
4600,100,PIMO,1996,FALSE,8730,1,30.2,24.4,NA,,2,no
4600,100,PIMO,2015,FALSE,8730,1,34.5,14.3,0,,2,no
4601,100,PIMO,1996,FALSE,8730,1,90.9,11.6,NA,,2,no
4601,100,PIMO,2015,FALSE,8730,1,96,26.6,0,,2,no
4602,100,PIMO,2015,FALSE,8730,1,112.5,30.7,0,,2,no
4602,100,PIMO,1996,FALSE,8730,1,108.2,33.5,NA,,2,no
4603,100,PIMO,1996,FALSE,8730,1,3,2.1,NA,,2,no
4603,100,PIMO,2015,FALSE,8730,1,7.7,3.6,0,,2,no
4604,100,PIMO,1996,FALSE,8730,1,1.3,1.8,NA,,2,no
4604,100,PIMO,2015,FALSE,8730,1,1.8,2,0,,2,no
4605,100,PIMO,2015,FALSE,8730,1,7.8,2.8,0,stem bent/pushed down,2,no
4605,100,PIMO,1996,FALSE,8730,1,5.1,2.4,NA,,2,no
4606,100,PIMO,2015,FALSE,8730,1,59.9,20.9,0,,2,no
4606,100,PIMO,1996,FALSE,8730,1,56.4,22.9,NA,,2,no
4607,100,PIMO,1996,FALSE,8730,1,0.5,1.5,NA,,2,no
4607,100,PIMO,2015,FALSE,8730,1,3.6,2.3,0,,2,no
4608,100,PIMO,1996,FALSE,8730,1,38.3,17.7,NA,,2,no
4608,100,PIMO,2015,FALSE,8730,1,40.9,16.3,0,,2,no
4609,100,PIMO,1996,FALSE,8730,1,35.6,11.6,NA,,2,no
4609,100,PIMO,2015,FALSE,8730,1,38.3,15.8,0,,2,no
4610,101,PIBA,1996,FALSE,10480,1,21.8,5.5,NA,,2,no
4610,101,PIBA,2015,FALSE,10480,1,21.2,6,0,,2,no
4611,101,PIBA,1996,FALSE,10480,1,32.3,8.5,NA,,2,no
4611,101,PIBA,2015,FALSE,10480,1,33,8,0,,2,no
4612,101,PIBA,1996,FALSE,10480,1,57.4,9.1,NA,,2,no
4612,101,PIBA,2015,FALSE,10480,1,59,11.7,0,,2,no
4613,101,PIBA,1996,FALSE,10480,1,52.3,16.8,NA,,2,no
4613,101,PIBA,2015,FALSE,10480,1,52.9,12.9,0,,2,no
4614,101,PIBA,2015,FALSE,10480,1,51.4,11.3,0,,2,no
4614,101,PIBA,1996,FALSE,10480,1,50,12.2,NA,,2,no
4615,101,PIBA,1996,FALSE,10480,1,33.5,11.6,NA,,2,no
4615,101,PIBA,2015,FALSE,10480,1,34.5,10.1,0,,2,no
4616,101,PIBA,1996,FALSE,10480,1,25.4,5.5,NA,,2,no
4616,101,PIBA,2015,FALSE,10480,1,21.5,6.8,0,,2,no
4617,101,PIBA,1996,FALSE,10480,1,19.8,4.6,NA,,2,no
4617,101,PIBA,2015,FALSE,10480,1,28.6,5.2,0,mech damage on bole,2,no
4618,101,PIBA,1996,FALSE,10480,1,95.2,18.3,NA,,2,no
4618,101,PIBA,2015,FALSE,10480,1,99.4,15.1,0,,2,no
4619,101,PIBA,1996,FALSE,10480,1,43.4,10.7,NA,,2,no
4619,101,PIBA,2015,FALSE,10480,1,43.7,9.4,0,,2,no
4620,101,PIBA,2015,FALSE,10480,1,45.8,10,0,,2,no
4620,101,PIBA,1996,FALSE,10480,1,44.7,12.2,NA,,2,no
4621,101,PIBA,1996,FALSE,10480,1,65.3,15.2,NA,TWIN BOLE,2,no
4621,101,PIBA,2015,FALSE,10480,1,65.6,14.3,0,twin bole,2,no
4622,101,PIBA,2015,FALSE,10480,1,65.7,13.9,0,twin bole above dbh,2,no
4622,101,PIBA,1996,FALSE,10480,1,65,12.2,NA,,2,no
4623,101,PIBA,1996,FALSE,10480,1,59.7,9.1,NA,,2,no
4623,101,PIBA,2015,FALSE,10480,1,61,10.2,0,twin bole above dbh,2,no
4624,101,PIBA,1996,FALSE,10480,1,64.3,13.7,NA,,2,no
4624,101,PIBA,2015,FALSE,10480,1,65,14.7,0,,2,no
4625,101,PIBA,2015,FALSE,10480,1,86.3,12.8,0,"twin bole; rodent chewing on 6 leg? (see data sheet, illegible)",2,no
4625,101,PIBA,1996,FALSE,10480,1,82.6,15.2,NA,TWIN BOLE,2,no
4626,101,PIBA,1996,FALSE,10480,1,63.5,12.2,NA,,2,no
4626,101,PIBA,2015,FALSE,10480,1,65.1,12.1,0,,2,no
4627,101,PIBA,2015,FALSE,10480,1,63.6,14.4,0,,2,no
4627,101,PIBA,1996,FALSE,10480,1,62.5,13.7,NA,,2,no
4628,101,PIBA,1996,FALSE,10480,1,55.1,11.6,NA,,2,no
4628,101,PIBA,2015,FALSE,10480,1,56.2,11.7,0,,2,no
4629,101,PIBA,2015,FALSE,10480,1,78.9,15.9,0,,2,no
4629,101,PIBA,1996,FALSE,10480,1,77.5,15.2,NA,,2,no
4630,101,PIBA,2015,FALSE,10480,1,45.8,10.8,0,,2,no
4630,101,PIBA,1996,FALSE,10480,1,44.2,11.6,NA,,2,no
4631,101,PIBA,2015,FALSE,10480,1,76.5,12,0,,2,no
4631,101,PIBA,1996,FALSE,10480,1,76.2,12.8,NA,,2,no
4632,101,PIBA,1996,FALSE,10480,1,0,1.2,NA,,2,no
4632,101,PIBA,2015,FALSE,10480,1,0,1.2,0,,2,no
4633,101,PIBA,2015,FALSE,10480,1,25.4,7.7,0,dead top,2,no
4633,101,PIBA,1996,FALSE,10480,1,25.4,6.4,NA,DEAD TOP,2,no
4634,101,PIBA,1996,FALSE,10480,1,40.9,10.4,NA,,2,no
4634,101,PIBA,2015,FALSE,10480,1,42.2,19.4,0,,2,no
4635,101,PIBA,2015,FALSE,10480,1,28.3,2.6,0,broken top,2,no
4635,101,PIBA,1996,FALSE,10480,1,19.6,2.4,NA,BROKEN TOP,2,no
4636,101,PIBA,2015,FALSE,10480,1,75,15.8,0,triple bole,2,no
4636,101,PIBA,1996,FALSE,10480,1,69.3,15.2,NA,TRIPLE BOLE,2,no
4637,101,PIBA,1996,FALSE,10480,1,64.5,9.1,NA,,2,no
4637,101,PIBA,2015,FALSE,10480,1,64.8,12.9,0,rodent chewing,2,no
4638,101,PIBA,2015,FALSE,10480,1,57.7,13.6,0,,2,no
4638,101,PIBA,1996,FALSE,10480,1,55.9,12.8,NA,,2,no
4639,101,PIBA,1996,FALSE,10480,1,52.6,12.8,NA,,2,no
4639,101,PIBA,2015,FALSE,10480,1,53.3,11.8,0,,2,no
4640,101,PIBA,1996,FALSE,10480,1,5.3,3.7,NA,,2,no
4640,101,PIBA,2015,FALSE,10480,1,8.5,3.6,0,,2,no
4641,101,PIBA,1996,FALSE,10480,1,41.2,13.7,NA,,2,no
4641,101,PIBA,2015,FALSE,10480,1,42.7,11.3,0,,2,no
4642,101,PIBA,1996,FALSE,10480,1,14.7,2.4,NA,,2,no
4642,101,PIBA,2015,FALSE,10480,1,19.1,2.8,0,,2,no
4643,101,PIBA,2015,FALSE,10480,1,46.5,10.5,0,,2,no
4643,101,PIBA,1996,FALSE,10480,1,48.3,10.7,NA,,2,no
4644,101,PIBA,2015,FALSE,10480,1,45.9,12.4,0,,2,no
4644,101,PIBA,1996,FALSE,10480,1,45,10.7,NA,,2,no
4645,101,PIBA,2015,FALSE,10480,1,4.2,2.1,0,on ridge line,2,no
4645,101,PIBA,1996,FALSE,10480,1,0,1.2,NA,ON RIDGE LINE,2,no
4646,101,PIBA,1996,FALSE,10480,1,0,1.2,NA,,2,no
4646,101,PIBA,2015,FALSE,10480,1,3.5,1.8,0,,2,no
4647,101,PIBA,2015,FALSE,10480,1,4.5,2.1,0,,2,no
4647,101,PIBA,1996,FALSE,10480,1,0,0.9,NA,,2,no
4648,101,PIBA,1996,FALSE,10480,1,31.8,3.7,NA,BROKEN TOP,2,no
4648,101,PIBA,2015,FALSE,10480,1,33.4,3.9,0,broken top,2,no
4649,101,PIMO,1996,FALSE,10480,1,21.6,6.4,NA,,2,no
4649,101,PIMO,2015,FALSE,10480,1,30,9,0,,2,no
4650,101,PIBA,1996,FALSE,10480,1,59.7,10.7,NA,,2,no
4650,101,PIBA,2015,FALSE,10480,1,60.2,12.6,0,,2,no
4651,101,PIBA,1996,FALSE,10480,1,12.7,4.9,NA,,2,no
4651,101,PIBA,2015,FALSE,10480,1,22.9,5.3,0,,2,no
4652,101,PIBA,2015,FALSE,10480,1,5.5,2.4,0,,2,no
4652,101,PIBA,1996,FALSE,10480,1,0.5,1.5,NA,,2,no
4653,101,PIBA,1996,FALSE,10480,1,5.1,2.4,NA,,2,no
4653,101,PIBA,2015,FALSE,10480,1,8.9,2.8,0,,2,no
4654,101,PIBA,2015,FALSE,10480,1,2,1.6,0,,2,no
4654,101,PIBA,1996,FALSE,10480,1,0,1.8,NA,,2,no
4655,101,PIBA,2015,FALSE,10480,1,26.1,7.4,0,twin bole; -11m from line,2,no
4655,101,PIBA,1996,FALSE,10480,1,22.9,7.3,NA,,2,no
4656,101,PIBA,2015,FALSE,10480,1,16.6,6.6,0,double top,2,no
4656,101,PIBA,1996,FALSE,10480,1,16.5,6.1,NA,DOUBLE TOP,2,no
4657,101,PIBA,1996,FALSE,10480,1,49,12.2,NA,,2,no
4657,101,PIBA,2015,FALSE,10480,1,49.7,12.8,0,,2,no
4658,101,PIBA,2015,FALSE,10480,1,57.4,13.3,0,,2,no
4658,101,PIBA,1996,FALSE,10480,1,56.6,11.6,NA,,2,no
4659,101,PIBA,1996,FALSE,10480,1,83.8,12.8,NA,,2,no
4659,101,PIBA,2015,FALSE,10480,1,84.7,12.7,0,,2,no
4660,102,PIMO,2015,FALSE,9000,1,16.3,8.8,0,Yellow foliage at base,2,no
4660,102,PIMO,1996,FALSE,9000,1,12.4,4.6,NA,,2,no
4661,102,PIMO,1996,FALSE,9000,1,74.7,9.1,NA,,2,no
4661,102,PIMO,2015,FALSE,9000,2,72.7,10.8,0,SD; bark slough after death,2,no
4662,102,PIMO,1996,FALSE,9000,1,23.1,9.1,NA,,2,no
4662,102,PIMO,2015,FALSE,9000,1,27.4,12.1,0,,2,no
4663,102,PIMO,2015,FALSE,9000,1,12.5,5,0,,2,no
4663,102,PIMO,1996,FALSE,9000,1,6.6,3.4,NA,,2,no
4664,102,PIMO,2015,FALSE,9000,1,3.3,2.2,0,,2,no
4664,102,PIMO,1996,FALSE,9000,1,2,1.8,NA,THREE STEMS,2,no
4665,102,PIMO,2015,FALSE,9000,1,8.8,3,0,,2,no
4665,102,PIMO,1996,FALSE,9000,1,4.6,2.1,NA,,2,no
4666,102,PIMO,2015,FALSE,9000,1,18.3,8.2,0,,2,no
4666,102,PIMO,1996,FALSE,9000,1,16.5,6.1,NA,,2,no
4667,102,PIMO,1996,FALSE,9000,1,32.5,11.3,NA,,2,no
4667,102,PIMO,2015,FALSE,9000,1,35.5,18.4,0,,2,no
4668,102,PIMO,1996,FALSE,9000,1,69.6,12.2,NA,,2,no
4668,102,PIMO,2015,FALSE,9000,1,72.4,18.6,0,,2,no
4669,102,PIMO,1996,FALSE,9000,1,18.8,7,NA,,2,no
4669,102,PIMO,2015,FALSE,9000,1,20.7,8.3,0,,2,no
4670,102,PIMO,2015,FALSE,9000,1,1.3,1.6,0,,2,no
4670,102,PIMO,1996,FALSE,9000,1,0,1.2,NA,,2,no
4671,102,PIMO,1996,FALSE,9000,1,24.4,10.7,NA,,2,no
4671,102,PIMO,2015,FALSE,9000,1,28,13.1,0,,2,no
4672,102,PIBA,2015,FALSE,9000,1,27.9,15.6,0,,2,no
4672,102,PIBA,1996,FALSE,9000,1,25.9,11.6,NA,,2,no
4673,102,PIMO,2015,FALSE,9000,1,33.2,17.6,0,,2,no
4673,102,PIMO,1996,FALSE,9000,1,29.5,12.5,NA,,2,no
4674,102,PIMO,2015,FALSE,9000,1,32.9,12.9,0,,2,no
4674,102,PIMO,1996,FALSE,9000,1,30.7,10.7,NA,,2,no
4675,102,PIMO,2015,FALSE,9000,1,71.9,19,0,,2,no
4675,102,PIMO,1996,FALSE,9000,1,68.6,18.3,NA,,2,no
4676,102,PIMO,1996,FALSE,9000,1,3.6,1.8,NA,,2,no
4676,102,PIMO,2015,FALSE,9000,1,3.3,2.2,0,1 flaglet,2,no
4677,102,PIMO,1996,FALSE,9000,1,22.4,6.1,NA,,2,no
4677,102,PIMO,2015,FALSE,9000,1,23.3,8.7,0,10 flaglets,2,no
4678,102,PIMO,2015,FALSE,9000,1,45.2,17.7,0,,2,no
4678,102,PIMO,1996,FALSE,9000,1,41.4,13.7,NA,,2,no
4679,102,PIMO,1996,FALSE,9000,1,22.6,9.1,NA,,2,no
4679,102,PIMO,2015,FALSE,9000,1,25,6.9,0,,2,no
4680,102,PIMO,2015,FALSE,9000,1,70.8,15.3,0,,2,no
4680,102,PIMO,1996,FALSE,9000,1,69.1,15.2,NA,,2,no
4681,102,PIMO,1996,FALSE,9000,1,0,0.9,NA,,2,no
4681,102,PIMO,2015,FALSE,9000,1,0,1.1,0,,2,no
4682,102,PIMO,2015,FALSE,9000,1,2.5,1.9,0,3 flaglets,2,no
4682,102,PIMO,1996,FALSE,9000,1,2,1.8,NA,THREE STEMS,2,no
4683,102,PIMO,2015,FALSE,9000,1,12.5,5,0,2 flaglets,2,no
4683,102,PIMO,1996,FALSE,9000,1,12.9,4,NA,,2,no
4684,102,PIMO,1996,FALSE,9000,1,31.8,9.8,NA,,2,no
4684,102,PIMO,2015,FALSE,9000,1,34.5,12.4,0,,2,no
4685,102,PIMO,2015,FALSE,9000,1,12.7,4.2,0,dead top,2,no
4685,102,PIMO,1996,FALSE,9000,1,10.7,4,NA,,2,no
4686,102,PIMO,1996,FALSE,9000,1,28.5,11,NA,,2,no
4686,102,PIMO,2015,FALSE,9000,1,31.6,13.7,0,,2,no
4687,102,PIMO,2015,FALSE,9000,1,33.1,6.2,0,,2,no
4687,102,PIMO,1996,FALSE,9000,1,30.7,4.6,NA,,2,no
4688,102,PIMO,2015,FALSE,9000,1,18.4,7.6,0,,2,no
4688,102,PIMO,1996,FALSE,9000,1,14.7,4.3,NA,,2,no
4689,102,PIMO,2015,FALSE,9000,1,29.8,2.4,0,,2,no
4689,102,PIMO,1996,FALSE,9000,1,28.7,8.5,NA,,2,no
4690,102,PIMO,1996,FALSE,9000,1,8.9,3.4,NA,,2,no
4690,102,PIMO,2015,FALSE,9000,1,10.6,4.3,0,,2,no
4691,102,PIMO,2015,FALSE,9000,1,38.8,14.3,0,,2,no
4691,102,PIMO,1996,FALSE,9000,1,36.3,12.2,NA,,2,no
4692,102,PIMO,1996,FALSE,9000,1,9.4,4,NA,THREE STEMS,2,no
4692,102,PIMO,2015,FALSE,9000,1,11.4,4.7,NA,"No flag/WPBR data taken for this tree. Zeros entered as placeholders. Based on condition of other trees, it would be safe to assume reasonable health.",2,no
4693,102,PIMO,1996,FALSE,9000,1,10.9,3.7,NA,,2,no
4693,102,PIMO,2015,FALSE,9000,2,9.7,2.7,0,SD; Heavy lean,2,no
4694,102,PIMO,2015,FALSE,9000,1,7.7,3.2,0,2 flaglets,2,no
4694,102,PIMO,1996,FALSE,9000,1,3.6,2.1,NA,,2,no
4695,102,PIMO,1996,FALSE,9000,1,20.1,4.3,NA,,2,no
4695,102,PIMO,2015,FALSE,9000,1,22.8,7.2,0,,2,no
4696,102,PIMO,1996,FALSE,9000,1,33.8,10.7,NA,,2,no
4696,102,PIMO,2015,FALSE,9000,1,37.1,12.4,0,,2,no
4697,102,PIMO,1996,FALSE,9000,1,2,2.1,NA,,2,no
4697,102,PIMO,2015,FALSE,9000,1,4.3,2.7,0,,2,no
4698,102,PIMO,1996,FALSE,9000,1,45.7,11.6,NA,,2,no
4698,102,PIMO,2015,FALSE,9000,1,50.8,16.1,0,,2,no
4699,102,PIMO,1996,FALSE,9000,1,45,10.7,NA,,2,no
4699,102,PIMO,2015,FALSE,9000,1,48.2,18,0,1 flaglet,2,no
4700,102,PIMO,1996,FALSE,9000,1,15.2,4.3,NA,,2,no
4700,102,PIMO,2015,FALSE,9000,1,17.2,6.3,0,3 flaglets,2,no
4701,102,PIMO,2015,FALSE,9000,1,15.6,6.6,0,,2,no
4701,102,PIMO,1996,FALSE,9000,1,11.9,4.3,NA,,2,no
4702,102,PIMO,2015,FALSE,9000,1,19.1,5.9,0,2 flaglets,2,no
4702,102,PIMO,1996,FALSE,9000,1,12.9,4.3,NA,,2,no
4703,102,PIMO,1996,FALSE,9000,1,6.3,3,NA,,2,no
4703,102,PIMO,2015,FALSE,9000,1,11.1,5.4,0,,2,no
4704,102,PIMO,2015,FALSE,9000,1,122.2,13.6,0,Impressive tree.,2,no
4704,102,PIMO,1996,FALSE,9000,1,120.4,9.1,NA,BROKEN TOP,2,no
4705,102,PIMO,1996,FALSE,9000,1,7.9,4,NA,,2,no
4705,102,PIMO,2015,FALSE,9000,1,9.2,3.4,0,No % live data taken for this tree. Leaning 35*,2,no
4706,103,PIMO,2013,FALSE,9160,1,50.9,,NA,,2,no
4706,103,PIMO,1996,FALSE,9160,1,42.4,13.7,NA,,2,no
4707,103,PIMO,2013,FALSE,9160,1,18.7,9.1,NA,,2,no
4707,103,PIMO,1996,FALSE,9160,1,13.7,5.8,NA,,2,no
4708,103,PIMO,1996,FALSE,9160,1,13.7,5.8,NA,,2,no
4708,103,PIMO,2013,FALSE,9160,1,18.6,7.6,NA,,2,no
4709,103,PIMO,2013,FALSE,9160,1,31.1,2.4,NA,,2,no
4709,103,PIMO,1996,FALSE,9160,1,30,1.2,NA,FALLEN OVER,2,no
4710,103,PIBA,2013,FALSE,9160,1,7.2,3,NA,,2,no
4710,103,PIBA,1996,FALSE,9160,1,4.1,2.4,NA,,2,no
4711,103,PIMO,1996,FALSE,9160,1,3.6,2.1,NA,,2,no
4711,103,PIMO,2013,FALSE,9160,1,6.8,3.7,NA,,2,no
4712,103,PIBA,2013,FALSE,9160,1,5.5,2.4,NA,,2,no
4712,103,PIBA,1996,FALSE,9160,1,3.8,2.1,NA,,2,no
4713,103,PIMO,1996,FALSE,9160,1,144,36.6,NA,,2,no
4713,103,PIMO,2013,FALSE,9160,1,147.5,,NA,,2,no
4714,103,PIMO,2013,FALSE,9160,1,54.5,,NA,,2,no
4714,103,PIMO,1996,FALSE,9160,1,47,19.8,NA,,2,no
4715,103,PIMO,1996,FALSE,9160,1,20.1,7.6,NA,,2,no
4715,103,PIMO,2013,FALSE,9160,1,23,,NA,,2,no
4716,103,PIMO,1996,FALSE,9160,1,104.1,27.4,NA,,2,no
4716,103,PIMO,2013,FALSE,9160,1,108.5,,NA,,2,no
4717,103,PIBA,1996,FALSE,9160,1,42.2,13.7,NA,,2,no
4717,103,PIBA,2013,FALSE,9160,1,44.7,,NA,,2,no
4718,103,PIBA,1996,FALSE,9160,1,22.9,8.5,NA,,2,no
4718,103,PIBA,2013,FALSE,9160,1,25.9,,NA,,2,no
4719,103,PIMO,1996,FALSE,9160,1,65,21.3,NA,,2,no
4719,103,PIMO,2013,FALSE,9160,1,68.2,,NA,,2,no
4720,103,PIMO,2013,FALSE,9160,1,33.2,,NA,,2,no
4720,103,PIMO,1996,FALSE,9160,1,29.2,5.5,NA,,2,no
4721,103,PIMO,2013,FALSE,9160,1,18.8,,NA,Broken top,2,no
4721,103,PIMO,1996,FALSE,9160,1,17.3,2.1,NA,PROSTRATE,2,no
4722,103,PIBA,2013,FALSE,9160,1,13.3,5.2,1,Beetles,2,no
4722,103,PIBA,1996,FALSE,9160,1,12.4,5.2,NA,,2,no
4723,103,PIBA,1996,FALSE,9160,1,5.6,2.7,NA,,2,no
4723,103,PIBA,2013,FALSE,9160,1,6.4,3,NA,Dying,2,no
4724,103,PIMO,1996,FALSE,9160,1,16,4.9,NA,,2,no
4724,103,PIMO,2013,FALSE,9160,1,18.2,,NA,,2,no
4725,103,PIMO,2013,FALSE,9160,1,24.2,,NA,,2,no
